Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A5_1_22639.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-A11_1_22645.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B5_1_22651.d	D:\Patricia_nature_protocol_paper\raw_files\Optimal_dia-PASEF_60SPD\20201218_tims03_Evo03_PS_SA_HeLa_200ng_300-1200_12scans_2steps_21min_8cm_S2-B11_1_22657.d
O75592				59527.1	59489.6	57794.2	61447.6
O75600				21053.2	19485.9	20308.5	21513.8
O75607				643188	614814	565327	544268
O75608				135999	133371	136047	131005
O75616				32820.4	35258.8	34204.6	33392.6
O75629				6338.47	13249.1	8135.44	10391.2
O75643				505532	507062	481104	458200
O75648				73627.5	51539.1	72682.2	72843.8
O75663				77355.3	80216.2	81869.5	78745.5
O75665				5196.12	6757.22	6181.72	5892.07
O75674				20657	23106.1	24685.6	20525.8
O75676				27773.2	35204.1	37813.3	31565.1
O75683				19681.2	21021.8	19448.7	16456.9
O75688				22071.5	18804.5	22624	23617.5
O75691				258190	267417	261900	264359
O75694				325493	316941	310471	297928
O75695				129772	155022	153922	147352
O75717				66512.5	69084.2	70417.1	72831.9
O75718				248595	254669	242481	236431
O75746				48270.3	49727.5	50164.4	52270.1
O75787				59423.7	60826	62806.5	57975.8
O75792				42643.3	39240.2	44767.9	42322.9
O75794				220106	233944	232421	235871
O75815				13745.5	15486.9	15074.1	14515.5
O75817				29338.9	33981.1	32632.9	34017.1
O75818				45341.4	50111.7	48121.2	44439.1
O75821				331619	375808	341468	354540
O75822				387568	405018	417030	411511
O75828				27025.4	29313.6	26695	31272.9
O75832				95902.1	87963.2	92632.1	92390.3
O75843				8894.63	8751.08	11249.5	8572.07
O75844				112548	108538	104275	103659
O75865				5769.62	5364.36	4754.47	
O75874				230439	232819	231012	224376
O75879				8638.99	12732.4	12451.4	12793.7
O75880				56405.2	60792.3	53716.9	54321.9
O75884				24371	24845.3	24322.7	20760.8
O75886				30873.2	29791.8	30246.5	28319.9
O75907				30003.4	10189.2	14810.2	8914.67
O75909				49133.6	47103.8	47929.3	49766.3
O75915				282684	334988	341092	325482
O75923				9720.53	6253.35	11744.4	7491.57
O75925				7874.24	7042.28	6284.41	6589.57
O75928				54281.1	53549.6	53329.6	49779.9
O75934				151266	154503	152430	152766
O75935				38316.3	48480.6	48388.8	48490.4
O75937				245599	229164	244644	246502
O75940				121366	129907	136266	130095
O75943				20282.4	24105.8	21171	17868.1
O75947				513720	603715	680487	695804
O75955				128138	133713	133648	123629
O75962				32518.9	35832.9	31597	30102.7
O75964				380847	376611	398480	384035
O75971					28984.7	16733.3	20200.6
O75976				33009.9	36618.4	32410.7	36373.6
O76003				293842	298696	285287	288781
O76021				481921	503393	517181	513593
O76024						3212.52	3989.54
O76031				95014.8	97185.6	96689.2	95072.7
O76041				53739.5	54344.2	50672.2	53391.7
O76064				3426.5	2953.01	2952.95	3297
O76070				63182.8	67867.5	63007.3	70915.3
O76071				86468.5	90891.8	93382.6	88160
O76075				11653.8	13762.7	10444.5	12819.8
O76080				45635.8	47235.6	47536.3	44364.9
O76082				3394.93	3375.65	4059.07	4105.53
O76094				101280	100050	102500	99132.5
O76095				14670.6	14673.5	13757	16430.6
O77932				155053	186922	239968	215584
O94760				53023	60415.6	60551.3	59045.1
O94761				9044.16	11688.8	10447.1	9525.61
O94762				40572.4	41736.1	40457.9	40965
O94763				23420.5	23456.1	22268.8	22452.8
O94766				28471.5	23672.2	29694.8	28547.4
O94776				182314	182934	184886	181108
O94782				14376.9	13128.5	14556.3	14819.6
O94804				32348.9	32624.7	28769.3	29797.5
O94817				36336.1	31258.3	28213.3	33342.3
O94822				40549.8	38321.3	38220.7	37856.1
O94826				112147	131412	130960	131183
O94829				28445.4	27248.3	25768.9	24323
O94830				32680.4	19573.5	22127.1	27831
O94842				58678.1	56199.4	51792.8	55546
O94854				2680.38	2254.26	2785.36	4221.27
O94855				55331.3	57067	57086.6	58606.4
O94864				19310	22320.6	20070.4	17960.8
O94868				7151.3	8327.92	7819.13	7459.06
O94874				74958.7	73760.6	77008.3	77372.9
O94875				77834.7	72452.9	66388.5	74601.2
O94880				29711.3	29483.7	28795.8	25642.5
O94886				44264.5	46743.8	57281.7	59034.2
O94887				2309.65	2338.12	1502.71	2424.68
O94888				60403.8	66892.9	76550.1	72912.7
O94889				16512.2	15854.4	11038.5	13716.3
O94901				25084.8	21150.3	21836.4	21478.3
O94903				71314.7	63451.1	71720.3	72413.8
O94905				133148	142253	144238	145280
O94906				158566	164970	161431	159110
O94913				36572.7	36598	36446	34713.6
O94915				30716.6	29173.5	28091.1	29281.4
O94916				8928.19	14212.7	11433.1	9695.11
O94919					4030.4		
O94923				21697.2	22960.1	23001.1	19626.1
O94925				114490	114786	114383	109489
O94927				23012.6	29417.1	22162.8	30625.8
O94952				10732.3	8467.84	8759.56	8931.75
O94953				4406.14	2102.41	1918.98	4087.1
O94955				2069.29	2874.2	2533.88	
O94964				5754.52	5509.05	6829.75	5615.94
O94966				43402	82393.9	31351.3	60071
O94967				17859.3	15915.9	16033.2	16771.8
O94972				15794.9	18075.1	14269.6	11050.4
O94973				60496.9	62123.7	63622.4	64157
O94979				157824	153289	151549	156674
O94986				1094.68	1147.74	1490.56	780.658
O94988				2215.57	1570.83	2531.71	2155.4
O94992				127895	132099	128278	124815
O95059				19219.8	17308.8	15704.8	18937.6
O95067				45220.9	47800.9	52839.6	43727.4
O95070				6581.81	8650.74	5879.83	6622.71
O95071				74877.5	88420.6	97014.9	104166
O95081				51900.7	41365.7	48184.9	41842.1
O95084				23998.2	18213.9	21079.4	18351.8
O95104				21333.6	18371.4	19835.9	23764.7
O95139				15343.4	17409.1	18437.7	25083.5
O95140				57995.6	54106.7	53576.4	55871.9
O95147				3304.53	6988.35	5712.37	4209.21
O95149				30407.4	36247.7	30917.7	32573.5
O95155				56127	56791.8	55271	55513.6
O95159				47145.3	52217.1	50347.8	55852.8
O95163				134497	134662	131858	136427
O95164				15061.2	17763.6	19008.2	15789.9
O95167				7071.02	4983.28	5475.58	7359.61
O95168				67619.8	71710	66430	70097.8
O95169				18824.6	16513.3	13727.5	17901.4
O95182				29472.4	31098.9	31270.7	30581.5
O95197				302154	318272	304499	273669
O95202				107909	111615	111147	112483
O95208				23861.7	23209.4	20239.4	19201.2
O95210				5117.51	4468.92	5057.1	3478.58
O95214				23330.6	20826.5	18925.2	21496.1
O95218				88861.9	88202.4	89687.5	90206.8
O95219				13331.4	10818.1	12145.4	8308.05
O95229				32819.6	29719.1	30041.4	29896.9
O95232				122900	127163	127623	122082
O95235				52218.7	55715.4	55136.2	56069.8
O95238				265554	327287	345571	352577
O95239				33096.7	34627.3	33815	33391.4
O95243				34140.8	42696.4	45828.6	45388.9
O95248				18742.1	53348.3	32829.7	24651.9
O95249				61267.3	57144.6	55199.1	56401.4
O95251				22555.5	21974.6	22705.2	20348.6
O95260				12874.3	13614.3	18430.7	14341.6
O95263				17179.9	21492	18493.3	19111.9
O95271				25557.2	26795.9	25242.9	21426.3
O95273				18838	14027.1	17965.6	13296.8
O95292				107045	100428	101692	102966
O95295				66698.3	61658.7	56649.3	55300.5
O95297				72908.9	67392.8	72313	72237.8
O95298				40461.6	44325.7	38619.8	38981.2
O95299				55162.1	58225.8	59397.6	62175.4
O95302				77329.5	82589.9	80545.8	81150.4
O95319				7573.23	6901.53	8370.12	11339.1
O95336				287428	303867	285962	291769
O95340				81402.4	84512.4	83384.2	84283.9
O95347				161010	162198	161845	164099
O95352				20808.6	16030.1	17519.3	19367.3
O95359				41934.4	46240.2	40607.8	42725.4
O95361				44945.6	46625.5	49206.2	49540.6
O95363				76670.4	71169.2	63547.7	73792.1
O95365				47691.8	47253.5	58109.2	56771.3
O95372				88595.3	99602.8	93522.4	91283.5
O95373				352596	372416	360962	356080
O95376				17782.3	16816.8	17013.4	17320.1
O95379				10730.3	8757.56	7418.27	
O95382				22176.6	20808.3	15082.1	20686.8
O95391				18972.4	17702.5	24121.8	19526
O95394				103089	100306	97354.3	87029.8
O95396				13110.4	12905	16130.5	16459.2
O95400				84898.9	88797.1	91694.1	82946.5
O95402				16390.6	16726.5	17529	14788.1
O95406				10986.1	13989.2	13018.2	13604.7
O95415				24993.5	19746.8	14660.1	23454
O95425				20952	19571.9	20200.6	19292.5
O95427				6724.4	6931.46	7714.24	
O95429				15811.7	15954.2	15909.6	16667.7
O95433				393864	405454	393504	407313
O95445				7386.46	10197.3	10833.6	13263.1
O95453				154108	156657	150038	152493
O95456				256240	255324	236032	246795
O95466				51147.2	49161.7	48762.2	48277.5
O95470				19476	19153.9	17572.4	14987.2
O95476					17865.7	15347.3	19355.4
O95478				132290	131986	135846	144323
O95486				50156.2	50697.1	47599.3	45442.8
O95487				38746.6	37874	37204.1	40710.5
O95544				38493.4	35509	37487.5	34227.6
O95551				42726.5	40349.3	36200.1	37219.5
O95562				31446.9	34022.9	27086.4	33141.1
O95563				100164	77975.4	83275.4	73803.8
O95568				6996.91	6117.45	5927.28	6641.32
O95571				23702.9	21225.4	18188.7	17729.6
O95573				228125	268103	296294	272529
O95602				54270.9	55356.1	54309	55178.4
O95613				144512	137875	140807	136220
O95619				18705.4	20895.9	20666.2	20306.6
O95625				22046	29725.1	25343.9	31400
O95628				25503.4	31746.2	31693.2	28263.8
O95630				41723.5	43668.6	42819.8	41115.8
O95633				2054.91	2638.53	3895.48	2097.95
O95639				184051	159061	161386	159500
O95671				19432.3	19275.6	18310.2	19351.3
O95674				10966.6	14170.8	14553	15084.8
O95677				7039.74	8646.69	8638.97	12639.6
O95684				42652.8	40709.2	43489.9	42542
O95685				8338.35	8746.36	5618.31	7932.04
O95707				9503.94	11168.4	9668.79	10292.1
O95714				28087.6	26985.5	27812.1	25595
O95716				43040.2	41676.1	49856.2	45869.4
O95721				34335.7	37419.6	42969.9	35902
O95747				108665	118228	123325	127551
O95749				12059.8	10314.9	11649.8	12282.7
O95757				364894	376111	324363	357850
O95758				45887.2	45961.8	38220.4	45493.7
O95772				29296.3	33980	30346.6	26672.8
O95777				169385	204684	204812	204854
O95782				156542	165588	162154	156610
O95785				34710.5	36067.4	37546.6	37854.3
O95786					3590.38	3833.13	
O95793				46316.1	47644.3	44107.3	45651.8
O95801				40167.9	41837.2	46717.2	42675.6
O95807				5765.27	6763.87	5351.02	5377.26
O95810				5893.52		8598.47	5064.44
O95816				522668	505708	489631	459536
O95817				196573	201145	192224	186570
O95819				24199.3	23481.9	23109.1	24874.5
O95825				23772.5	22874.5	27211.7	25339.6
O95831				430879	439820	457427	465673
O95833				14170.2	13359.3	12447.4	11190.4
O95834				15177.9	16451.6	17814.8	17211.3
O95835				14498.8	16855.5	14293	12735.4
O95857				7762.78	5651.87	7405.21	7412.94
O95861				120228	117519	115799	120588
O95865				21989.9	22283.2	18342.7	16078.4
O95870				52652.6	50912.6	49991.6	44134.2
O95881				119636	119753	126369	126421
O95900				13147.2	14493.6	10175	13022.7
O95905				43489.8	40780.1	43352.5	43608.3
O95926				19248.3	17696.6	17275.5	19284.6
O95983				45326.3	57873.8	61462.7	61909.4
O95985				8069.6	9072.42	9075.94	8384.84
O95989				69831.4	69095.6	73124.6	62231.8
O95994				57513.3	68992	69784.9	68085.4
O95999				12297.8	13264.7	13989.2	12803.3
O96000				295864	288972	281424	277008
O96005				115719	103084	93793.6	76583.3
O96006				105631	105347	115659	113290
O96007				74919.3	65576.8	57738.8	60244.3
O96008				142733	137846	128241	144184
O96011				23827.8	21196	21835.8	19375.1
O96013				16693.6	16983	15286	17698.4
O96017				24819	29333.7	24711.9	27233.6
O96018				11312.6	7970.33	9341.14	14964.3
O96019				219731	229115	219895	222091
O96028				21670.9	23468.6	22743.2	23992.6
O96033				25614.2	28380.4	23141.7	25703.4
P00156				34739.8	28042.9	30189.6	33407.2
P00338				2.77817e+06	2.92611e+06	2.92859e+06	2.97673e+06
P00367				193748	194319	194116	197675
P00374				128149	138428	146133	143456
P00387				114825	107663	108739	106982
P00390				194341	223676	226466	233595
P00395				50495.8	50274.3	47048.5	53340.9
P00403				142708	158024	160299	181536
P00414				24577.9	20734.5	23051.3	23719.9
P00439				89621.8	72210.2	75372.3	91165.4
P00441				819834	1.03193e+06	1.03659e+06	1.06987e+06
P00488				36007.4	28449.3	27898.4	25587.5
P00491				441090	485995	503846	489006
P00492				403738	413817	398104	392991
P00505				799371	863394	813748	794620
P00519				8645.11	8052.7	5652.36	8479.2
P00533				274872	113295	115290	128182
P00558				1.50047e+06	1.4997e+06	1.38011e+06	1.41078e+06
P00568				146600	152875	150287	165028
P00734				42490.6	46442.1	46770	46784.8
P00761				256811	229940	258001	249973
P00813				40929.9	44685.7	42085.4	44915.2
P00846				161337	146138	143213	132084
P00966				662601	678874	643862	656287
P01008				6361.94		7428.98	
P01023				35554.1	35184.1	37326.3	36976.2
P01024				70379.8	89664.1	80168.1	83014.9
P01033				26745.6	23381.5	26069.4	24047.5
P01034				15153.7	12492.2	11927.7	14040.9
P01106				15816.9	18233.5	18548.5	19990
P01111				67734.6	68914.7	67724.4	67520.1
P01116				77236.7	110274	62828.7	100811
P01130				198447	202343	199114	194154
P01137				20706.3	24340.5	26136.3	20912.2
P01889				42314.8	49616.2	43280.2	42140.3
P01893				17257.4	23230.6	17634.8	20555
P02545				714527	711914	717394	719807
P02647				30208.5	34994.7	34815.9	36089.1
P02649				197611	203656	191377	202831
P02656				77773.1	79984	69983.2	65659.6
P02675				9591.42	12785.6	11864	13198.5
P02748				7919.91	11511.3	15612.8	15922.6
P02751				34726.6	38322.6	33802	35591.2
P02765				29984.2	28362.9	28913.2	30629.6
P02769				245280	248655	236755	242939
P02786				1.08077e+06	1.09117e+06	936787	974938
P02788				120064	125031	101896	118474
P02792				15099.4	24514.7	22979.9	24350
P02794				119837	114566	104430	97493.1
P02795				33424.9	25411.7	39852.3	37156.6
P03886				10460.7	15405.3	12441.7	8563.93
P03891				67995.8	59086.6	60239.7	57732.4
P03897				23750.6	24068.6	25248.5	25477
P03905				22045.4	24471.1	25746.8	23014.2
P03915				21940.3	27948	22891.5	21873.9
P03928				112606	109157	110997	109575
P03973				5043.08	4054.51	5014.2	1781.13
P04004				83243.4	86317.2	89788.5	84921
P04035				6065.49		6674.42	
P04040				146193	150432	152685	142933
P04049				18447	20064.3	18031.9	20663.6
P04062				58245.8	63163.5	58672.9	63396
P04066				3399.45	7197.7		3811.83
P04075				1.1924e+06	1.24977e+06	1.2562e+06	1.27066e+06
P04080				492461	525502	506488	550492
P04083				1.08782e+06	1.07277e+06	1.0474e+06	1.06556e+06
P04114				354214	347649	353154	356526
P04150				242331	277916	313640	287117
P04156				14652.2	13925.8	14582.3	17723.7
P04179				208153	214621	209894	212783
P04181				106490	114286	113239	113481
P04183				76184	76592.3	77956.7	76460.8
P04264				10639.3	10115.1	13175	12428.5
P04350				48953.3	61089.6	68165.4	67471.9
P04406				2.19171e+06	2.43836e+06	2.54912e+06	2.62859e+06
P04424				15816.6	27202.7	14649.7	27299.3
P04439				340029	345208	342969	355587
P04632				214378	238565	232622	245874
P04792				2.9221e+06	3.06783e+06	3.06351e+06	3.15486e+06
P04818				133269	128917	126186	118840
P04843				394941	381289	355768	341041
P04844				238504	243230	224058	229034
P04899				244299	253518	251115	258093
P04908				2.7943e+06	2.84492e+06	2.47607e+06	2.62714e+06
P04920				105770	102848	113911	112641
P05023				359469	365812	369990	367572
P05026				179518	186854	175073	178654
P05067				65403.4	63843	63095.3	63342.7
P05114				73606.6	70295.8	82816	80876.5
P05141				2.20834e+06	2.31858e+06	2.34443e+06	2.39549e+06
P05161				233489	242397	229988	230915
P05165				9866.83	10183.7	12919.9	11250.7
P05166				18047	17899.3	16396.1	18466.7
P05198				395199	423676	426788	427733
P05204				20364.4	19265.3		
P05362				51592.2	49510.4	49642.4	45879.1
P05386				1.78592e+06	1.64216e+06	1.64972e+06	1.58175e+06
P05387				1.98743e+06	1.95347e+06	1.87995e+06	1.8494e+06
P05388				1.15688e+06	1.23416e+06	1.16305e+06	1.16089e+06
P05413				197941	165332	160908	150240
P05423				35553.9	35493.6	34545.1	37589.1
P05455				526266	526257	542107	541830
P05549				39133.8	40737.9	46472.2	44237.8
P05556				159333	140379	137276	133174
P05783				1.85686e+06	1.89052e+06	1.9371e+06	1.91685e+06
P05787				1.18933e+06	1.24123e+06	1.25236e+06	1.25665e+06
P05976					19716.7	27182.8	34742.4
P06132				130935	115791	114620	111268
P06241				244446	250163	253573	258021
P06276				23773	29682.5	25282.1	22409.8
P06280				94052.7	94349.1	90728.4	95113
P06396				52521.2	43680.6	51278.9	74580.1
P06400				3909.04	4520.12	4133.32	
P06454				582045	564277	581231	574044
P06493				394098	354682	333618	308063
P06576				1.5788e+06	1.69917e+06	1.74322e+06	1.75058e+06
P06703				839128	879017	817658	882560
P06730				166953	168619	176305	171887
P06733				2.9168e+06	2.97534e+06	2.98724e+06	3.10504e+06
P06737				63323.6	64851.8	65675.4	65337.3
P06744				1.10016e+06	1.12718e+06	1.1023e+06	1.06165e+06
P06746				28161.3	23504.8	26816	28888.4
P06748				1.34037e+06	1.55605e+06	1.61142e+06	1.60625e+06
P06753				489806	545638	760174	841385
P06756				18508.9	17492.6	18136.2	15952.7
P06865				82559.4	68775.3	74653.7	52639.8
P07099				78040.1	82116.3	82718	122877
P07108				448825	458759	456279	441161
P07195				2.9129e+06	3.06342e+06	2.9962e+06	2.94367e+06
P07199				24737.3	20167.5	19201.7	25838.3
P07203				39354	42982.1	41871.8	40177.8
P07237				1.3859e+06	1.40614e+06	1.35922e+06	1.40491e+06
P07305				154112	137604	133108	127011
P07311				49459.4	45331	49200.3	47456.1
P07339				759022	800018	722598	732025
P07355				1.32154e+06	1.35225e+06	1.33175e+06	1.3768e+06
P07384				155850	178268	178362	154761
P07437				2.87543e+06	3.15632e+06	3.19596e+06	3.28613e+06
P07602				128183	110986	88413	107781
P07686				132763	141707	135869	135425
P07711				61993.6	60336.5	62489.5	57198.5
P07737				2.28529e+06	2.31504e+06	2.48523e+06	2.35088e+06
P07741				242065	296357	272903	279077
P07814				540400	549283	535678	552655
P07858				118459	123499	115920	116076
P07900				1.77203e+06	1.84914e+06	1.82219e+06	1.82608e+06
P07902				6198.57	4305.41	4888.81	7557.33
P07910				2.09353e+06	2.08681e+06	2.09686e+06	2.12924e+06
P07919				81963	87454.1	84862.9	86779.5
P07942				115777	116094	120347	119328
P07947				16184.5	14347	14947.1	17168
P07948				70936.9	64337.1	56713.8	59509.1
P07951				122911	125505	121782	118480
P07954				629141	691925	664777	621462
P07992				14871.9	15400.5	11794.6	10844.4
P08047				38904.8	32629.3	36506.3	37717
P08069				15148.5	14867.5	16179.9	14079.1
P08133				275224	290393	290814	295130
P08134				60843.4	50534.3	65542.9	66690.7
P08174				88626.1	94266.2	97202.1	99811.4
P08195				1.24683e+06	1.10151e+06	1.13743e+06	995195
P08236				63315.9	75197.1	76317.5	83784
P08237				240624	230900	223962	232476
P08238				3.11388e+06	3.20686e+06	3.25631e+06	3.28476e+06
P08240				169414	200018	174110	158296
P08243				279067	273775	268045	278108
P08397				59074.1	55040.7	55069	53657.7
P08559				204564	219349	213269	216121
P08567				4050.03	3001.33	2526.81	3741.88
P08574				135868	152243	154969	154229
P08579				64719.8	68688.9	63958.1	61981.7
